"Reference","Value","Datasheet","Footprint","Qty","DNP"
"J1,J2","INPUT","~","Synth:Jack_3.5mm_QingPu_WQP-PJ398SM_tight-fit","2",""
"J3,J4,J5,J6,J7,J8","OUTPUT","~","Synth:Jack_3.5mm_QingPu_WQP-PJ398SM_tight-fit","6",""
