Designator,Footprint,Quantity,Value,LCSC Part #
"_5, _3",70c48374-1f3d-47c1-9ab1-ae3180f47f37,2,,
"_4, _2, ",,3,,
"J1, J2, J3, J4",jack-input,4,Conn_01x01_Socket,
"J5, J6, J7",jack-output,3,Conn_01x01_Socket,
