Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2",PinHeader_1x05_P2.54mm_Vertical,2,Conn_01x05,
J3,MSOP-10_3x3mm_P0.5mm,1,Conn_01x10,
J4,SOIC-10_3.9x4.9mm_P1mm,1,Conn_01x10,
